"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"eHDSIePrescription","eHDSIePrescription.patient.extension","eHDSIePrescription.patient.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.patient.modifierExtension","eHDSIePrescription.patient.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.patient.identifier","eHDSIePrescription.patient.identifier","","","",1,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/II]]} {[]}
","Regional/National Health Identifier","If the patient has a regional or national Health Identification. This field is required by some national laws","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.identifier",1,*,"",""
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation","eHDSIePrescription.patient.personalInformation","","","",0,1,"","","","BackboneElement {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Class]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.personalInformation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.id","eHDSIePrescription.patient.personalInformation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.extension","eHDSIePrescription.patient.personalInformation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.modifierExtension","eHDSIePrescription.patient.personalInformation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.fullName","eHDSIePrescription.patient.personalInformation.fullName","","","",1,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/EN]]} {[]}
","The subject's identifying name(s) within the family group or by which the subject is uniquely socially identified [ISO TS 22220].","The subject's identifying name(s) within the family group or by which the subject is uniquely socially identified [ISO TS 22220].","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.personalInformation.fullName",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.fullName.id","eHDSIePrescription.patient.personalInformation.fullName.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.fullName.extension","eHDSIePrescription.patient.personalInformation.fullName.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.fullName.givenName","eHDSIePrescription.patient.personalInformation.fullName.givenName","","","",1,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/ST]]} {[]}
","Given Name","The first name of the patient. This field can contain more than one element.","","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Manuel""/>","","",,,,,"",,,,"eHDSIePrescription.patient.personalInformation.fullName.givenName",1,*,"",""
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.fullName.familyName","eHDSIePrescription.patient.personalInformation.fullName.familyName","","","",1,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/ST]]} {[]}
","Family Name","The surname/s of the patient. This field can contain more than one element.","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.personalInformation.fullName.familyName",1,*,"",""
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.gender","eHDSIePrescription.patient.personalInformation.gender","","","",1,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/CD]]} {[]}
","Gender","The gender of the patient. Gender is the biological distinction between male and female [ISO TS 22220]. The gender of the patient may be noted on the prescription since this can be important for gender specific effects of drugs, contra-indications etc.","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.personalInformation.gender",1,1,"",""
"eHDSIePrescription","eHDSIePrescription.patient.personalInformation.dateOfBirth","eHDSIePrescription.patient.personalInformation.dateOfBirth","","","",1,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/DT]]} {[]}
","Date of Birth","The date of birth of the patient. Since age affects drug ADMET (absorption, distribution, metabolism, excretion and toxicity) parameters, this is important for the choice of drug and drug dosage. This field may contain only the year, if day and month are not available.","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.personalInformation.dateOfBirth",1,1,"",""
"eHDSIePrescription","eHDSIePrescription.patient.insurance","eHDSIePrescription.patient.insurance","","","",0,1,"","","","BackboneElement {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Class]]} {[]}
","","","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.insurance",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.patient.insurance.id","eHDSIePrescription.patient.insurance.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.patient.insurance.extension","eHDSIePrescription.patient.insurance.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.patient.insurance.modifierExtension","eHDSIePrescription.patient.insurance.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.patient.insurance.socialorInsuranceNumber","eHDSIePrescription.patient.insurance.socialorInsuranceNumber","","","",0,1,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Untyped]]} {[]}
","Social/Insurance Number","If a patient has both Regional /National Health ID and Social /Insurance Number, only the Regional/National Health ID is required by law. If the only identification the patient has is the Social /Insurance Number, then this one is considered as the Regional/National Health ID. This field is required by some national laws","Maps to CDA as identifier","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.insurance.socialorInsuranceNumber",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.patient.prescribingHealthProfessional","eHDSIePrescription.patient.prescribingHealthProfessional","","","",1,*,"","","","BackboneElement {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/Class]]} {[]}
","HP prescribing the medicine","HP prescribing the medicine","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.prescribingHealthProfessional",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"eHDSIePrescription","eHDSIePrescription.patient.prescribingHealthProfessional.id","eHDSIePrescription.patient.prescribingHealthProfessional.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"eHDSIePrescription","eHDSIePrescription.patient.prescribingHealthProfessional.extension","eHDSIePrescription.patient.prescribingHealthProfessional.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.patient.prescribingHealthProfessional.modifierExtension","eHDSIePrescription.patient.prescribingHealthProfessional.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"eHDSIePrescription","eHDSIePrescription.patient.prescribingHealthProfessional.identifier","eHDSIePrescription.patient.prescribingHealthProfessional.identifier","","","",1,*,"","","","Element {[CanonicalType[http://profiles.ihe.net/PHARM/ihe.pharm.mpd/StructureDefinition/II]]} {[]}
","HP Identifier","The identification of the person as health professional (the HP prescribing the medicine to the patient). A unique number or code issued for the purpose of identifying a health care provider [ISO/TS 27527: 2010]; this may be a licence or registration number which can be used to trace the HP and to check whether a drug was prescribed by the right person according to the law.","","","","","","","","","",,,,,"",,,,"eHDSIePrescription.patient.prescribingHealthProfessional.identifier",1,*,"",""
